disasterNumber,declarationDate,incidentType,title,state,lockedInCeilingAmount,mitigationDollarsAvailable,obligatedTotalAmount
4103,2013-03-01T00:00:00.000Z,Mud/Landslide,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",North Carolina,737920.0,387920.0,386084.0
4604,2021-05-13T00:00:00.000Z,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",Hawaii,964645.0,1125419.0,0.0
4214,2015-04-13T00:00:00.000Z,Severe Storm,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",Massachusetts,13277200.0,4395595.14,9530859.86
902,1991-04-23T00:00:00.000Z,Flood,SEVERE STORMS & FLOODING,Louisiana,96325.0,24.0,105114.0
4475,2020-01-21T00:00:00.000Z,Flood,FLOODING,North Dakota,2428451.0,878967.29,1954223.71
1645,2006-06-05T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING, AND GROUND SATURATION",North Dakota,522260.0,288852.0,373069.0
849,1989-11-22T00:00:00.000Z,Flood,HEAVY RAINS & FLOODING,Louisiana,0.0,0.0,0.0
1945,2010-10-21T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING, TORNADO, AND STRAIGHT-LIN",Nebraska,437656.0,444111.0,14946.0
1902,2010-04-21T00:00:00.000Z,Flood,"SEVERE STORMS, ICE JAMS, AND FLOODING",Nebraska,566870.0,571119.0,23471.0
1706,2007-06-06T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",Nebraska,893758.0,318271.0,831281.0
1714,2007-07-24T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Nebraska,348078.0,420647.0,27051.0
1924,2010-07-15T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Nebraska,15052604.0,14554259.0,1234417.0
4550,2020-07-09T00:00:00.000Z,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",Tennessee,1287954.0,1381002.77,121610.23
1224,1998-06-23T00:00:00.000Z,Flood,HEAVY RAINS AND FLOODING,Massachusetts,1708343.0,39186.0,1749108.0
4745,2023-10-11T00:00:00.000Z,Flood,FLOODING,Montana,0.0,0.0,0.0
1517,2004-05-25T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES AND FLOODING",Nebraska,1108522.0,370908.0,1054873.0
1139,1996-09-17T00:00:00.000Z,Hurricane,SEVERE STORMS AND FLOODING ASSOC WITH TROPICAL STORM FRAN,Maryland,372812.0,0.0,390800.0
1721,2007-08-29T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Nebraska,150575.0,193670.0,0.0
1765,2008-05-30T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",Nebraska,78413.0,82247.0,0.0
1770,2008-06-20T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",Nebraska,4931610.0,2307732.0,2865034.0
1779,2008-07-18T00:00:00.000Z,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",Nebraska,2105100.0,926392.0,1281647.0
4606,2021-06-02T00:00:00.000Z,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisiana,3201741.0,3390287.5,345077.5
4139,2013-08-02T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",New Hampshire,1056081.0,786618.64,321104.36
1431,2002-09-10T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING AND TORNADOES",North Dakota,147350.0,31636.0,157886.0
4722,2023-07-19T00:00:00.000Z,Flood,SEVERE STORMS AND FLOODING,Minnesota,907608.0,1089129.0,0.0
4639,2022-02-15T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING, AND LANDSLIDES",Hawaii,993446.0,1159020.0,0.0
879,1990-09-06T00:00:00.000Z,Flood,SEVERE STORMS & FLOODING,Iowa,108044.0,0.0,116774.0
4128,2013-07-12T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,North Dakota,1462235.0,573469.0,960269.0
4190,2014-08-19T00:00:00.000Z,Flood,SEVERE STORMS AND FLOODING,North Dakota,323162.0,70103.0,268862.0
1713,2007-07-17T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,North Dakota,376376.0,133529.0,345661.0
1230,1998-07-02T00:00:00.000Z,Flood,"SEVERE STORMS, TORNADOES AND FLOODING",Iowa,5827390.0,166719.0,5848542.0
4343,2017-10-07T00:00:00.000Z,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUD",Wisconsin,1662972.0,58973.88,1936592.12
4118,2013-05-29T00:00:00.000Z,Flood,FLOODING,North Dakota,1004970.0,319303.0,734810.0
1373,2001-05-16T00:00:00.000Z,Severe Storm,"SEVERE WINTER STORMS, FLOODING AND TORNADOES",Nebraska,417874.0,122249.0,415221.0
4013,2011-08-12T00:00:00.000Z,Flood,FLOODING,Nebraska,17633066.0,3518672.39,14976650.61
4547,2020-07-09T00:00:00.000Z,Dam/Levee Break,SEVERE STORMS AND FLOODING,Michigan,9036920.0,5150766.12,5392306.88
4014,2011-08-12T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT LINE WINDS, AND FLOODING",Nebraska,528965.0,134083.0,420748.0
4387,2018-08-27T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Nebraska,399472.0,442879.71,36485.29
1286,1999-08-20T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Nebraska,692177.0,268709.0,621569.0
4156,2013-11-26T00:00:00.000Z,Severe Storm,"SEVERE STORMS, WINTER STORMS, TORNADOES AND FLOODING",Nebraska,394262.0,43227.0,370314.0
4179,2014-06-17T00:00:00.000Z,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Nebraska,1501307.0,255609.19,1319111.81
4183,2014-07-24T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Nebraska,2092896.0,751153.0,1444086.0
4185,2014-07-28T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Nebraska,804198.0,630123.0,213400.0
1853,2009-07-31T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",Nebraska,740745.0,366502.0,410465.0
4225,2015-06-25T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Nebraska,2206926.0,950282.18,1364562.82
4329,2017-08-09T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New Hampshire,1174453.0,1180835.68,51048.32
1787,2008-09-05T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New Hampshire,567995.0,40732.0,555038.0
4065,2012-06-15T00:00:00.000Z,Severe Storm,SEVERE STORM AND FLOODING,New Hampshire,486560.0,191148.0,319205.0
1695,2007-04-27T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New Hampshire,3764858.0,1219398.0,3622962.0
4355,2018-01-02T00:00:00.000Z,Severe Storm,SEVERE STORM AND FLOODING,New Hampshire,1347520.0,1169675.08,447348.92
4370,2018-06-08T00:00:00.000Z,Coastal Storm,SEVERE STORM AND FLOODING,New Hampshire,470096.0,562235.0,0.0
1913,2010-05-12T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New Hampshire,425111.0,43011.0,402888.0
4006,2011-07-22T00:00:00.000Z,Flood,SEVERE STORMS AND FLOODING,New Hampshire,187216.0,47823.81,148547.19
1489,2003-09-12T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New Hampshire,61693.0,19521.0,59829.0
1799,2008-10-03T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New Hampshire,319366.0,15021.0,319962.0
891,1991-01-05T00:00:00.000Z,Flood,SEVERE STORMS & FLOODING,Indiana,250833.0,29801.0,236490.0
1281,1999-07-20T00:00:00.000Z,Severe Storm,NV - FLASH FLOODING 7/8/99,Nevada,724512.0,213178.0,704930.0
4202,2014-11-05T00:00:00.000Z,Flood,SEVERE STORMS AND FLOODING,Nevada,556401.0,13038.96,570570.04
4463,2019-09-23T00:00:00.000Z,Flood,SEVERE STORMS AND FLOODING,South Dakota,1409244.0,463337.7,1227537.3
1534,2004-08-03T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New York,938221.0,486880.0,711134.0
1782,2008-08-11T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADO, AND FLOODING",New Hampshire,227227.0,31473.0,206865.0
4622,2021-09-30T00:00:00.000Z,Severe Storm,SEVERE STORM AND FLOODING,New Hampshire,502078.0,576910.47,8847.53
4624,2021-10-04T00:00:00.000Z,Flood,SEVERE STORM AND FLOODING,New Hampshire,2531434.0,2940706.3,12632.7
1643,2006-05-25T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New Hampshire,1666844.0,481012.0,1662883.0
1610,2005-10-26T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New Hampshire,920937.0,226299.0,958210.0
1165,1997-03-06T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Indiana,2018361.0,65271.0,2036225.0
4457,2019-08-15T00:00:00.000Z,Severe Storm,SEVERE STORM AND FLOODING,New Hampshire,490859.0,560222.0,28809.0
4609,2021-08-23T00:00:00.000Z,Flood,SEVERE STORM AND FLOODING,Tennessee,10679019.0,12008856.0,450000.0
1629,2006-02-03T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Nevada,660066.0,158381.0,640210.0
1583,2005-03-07T00:00:00.000Z,Severe Storm,HEAVY RAINS AND FLOODING,Nevada,533519.0,275901.0,410149.0
1738,2008-01-08T00:00:00.000Z,Severe Storm,SEVERE WINTER STORMS AND FLOODING,Nevada,475538.0,398066.0,100726.0
962,1992-09-18T00:00:00.000Z,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",Indiana,161915.0,0.0,173780.0
953,1992-08-17T00:00:00.000Z,Flood,SEVERE STORMS & FLASH FLOODING,Indiana,0.0,0.0,0.0
1589,2005-04-19T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New York,3449558.0,2438609.0,1930842.0
1710,2007-07-02T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New York,1883731.0,546240.0,1857348.0
1125,1996-07-03T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Indiana,937133.0,0.0,984405.0
893,1991-01-29T00:00:00.000Z,Flood,SEVERE STORMS & FLOODING,Kentucky,295696.0,224927.0,92445.0
1117,1996-06-01T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING AND TORNADOES",Kentucky,375242.0,0.0,395934.0
1486,2003-08-29T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",New York,1755157.0,787475.0,1453627.0
1724,2007-08-31T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADO",New York,1262051.0,1379458.0,243792.0
1993,2011-06-10T00:00:00.000Z,Flood,"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",New York,5264029.0,828434.0,4693006.0
1650,2006-07-01T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New York,16463710.0,10531730.0,10584690.0
1665,2006-10-24T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New York,16514231.0,13840994.0,7291700.0
1670,2006-12-12T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,New York,3959070.0,5010147.0,0.0
1507,2004-01-26T00:00:00.000Z,Severe Storm,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",Ohio,875265.0,326097.0,774857.0
846,1989-10-30T00:00:00.000Z,Flood,"SEVERE STORMS, MUDSLIDES & FLOODING",Kentucky,379274.0,261774.0,126664.0
1339,2000-08-21T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Ohio,1132279.0,548609.0,896815.0
1519,2004-06-03T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Ohio,2305560.0,765455.0,2164906.0
1478,2003-07-15T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Ohio,145762.0,149937.0,32689.0
4098,2013-01-03T00:00:00.000Z,Hurricane,SEVERE STORMS AND FLOODING DUE TO THE REMNANTS OF HURRICANE SANDY,Ohio,3704581.0,122188.14,3763546.86
821,1989-02-24T00:00:00.000Z,Flood,SEVERE STORMS & FLOODING,Kentucky,545000.0,2957.0,579052.0
834,1989-06-30T00:00:00.000Z,Flood,SEVERE STORMS & FLOODING,Kentucky,326355.0,55899.0,293338.0
1321,2000-03-07T00:00:00.000Z,Severe Storm,SEVERE STORMS AND FLOODING,Ohio,297310.0,61836.0,316618.0
